Ganado,Duracion
True,0.004998207092285156
True,0.0009999275207519531
True,0.00500178337097168
False,0.0019998550415039062
False,0.0020003318786621094
True,0.0009999275207519531
False,0.0029997825622558594
True,0.0010004043579101562
True,0.0019986629486083984
False,0.0
True,0.0060007572174072266
False,0.002000093460083008
True,0.002998828887939453
False,0.0020017623901367188
False,0.0029990673065185547
True,0.004000663757324219
True,0.00599980354309082
True,0.007999181747436523
True,0.004001140594482422
False,0.001998424530029297
True,0.004002094268798828
False,0.004998683929443359
False,0.002003192901611328
False,0.0
True,0.004998445510864258
True,0.004002094268798828
True,0.005000114440917969
True,0.0039958953857421875
True,0.004003047943115234
False,0.0029981136322021484
False,0.004999399185180664
True,0.002998828887939453
False,0.0009999275207519531
True,0.004000425338745117
False,0.0
True,0.0050013065338134766
True,0.00800013542175293
True,0.005001068115234375
True,0.001999378204345703
True,0.007999181747436523
True,0.013001680374145508
True,0.005999326705932617
True,0.003000497817993164
False,0.003999948501586914
False,0.00299835205078125
False,0.0
True,0.00400090217590332
False,0.002999544143676758
False,0.0
True,0.0050013065338134766
False,0.00500035285949707
True,0.0059986114501953125
True,0.002000570297241211
True,0.003999233245849609
True,0.005000114440917969
False,0.0
False,0.0
False,0.0
True,0.006998538970947266
True,0.005002498626708984
True,0.005999565124511719
True,0.0010001659393310547
True,0.003999233245849609
False,0.002000093460083008
True,0.003998994827270508
False,0.002000570297241211
True,0.004000425338745117
True,0.0050008296966552734
True,0.0049991607666015625
True,0.003999948501586914
False,0.0019996166229248047
True,0.0029997825622558594
True,0.004999876022338867
False,0.0010023117065429688
False,0.001997232437133789
False,0.0050013065338134766
False,0.002999544143676758
False,0.002000093460083008
True,0.008001327514648438
True,0.002998828887939453
True,0.002999544143676758
False,0.0
True,0.0020008087158203125
True,0.0019989013671875
False,0.0
False,0.0
True,0.0050013065338134766
False,0.0
False,0.0029993057250976562
True,0.0040013790130615234
False,0.0049991607666015625
True,0.0060002803802490234
True,0.00699925422668457
True,0.003999471664428711
True,0.005003690719604492
False,0.0019960403442382812
True,0.003000974655151367
True,0.0029985904693603516
True,0.0050008296966552734
True,0.003000497817993164
