Ganado,Duracion
False,0.0009996891021728516
False,0.0020012855529785156
False,0.0010018348693847656
True,0.0009980201721191406
False,0.0020797252655029297
True,0.0010004043579101562
False,0.0020017623901367188
False,0.0009996891021728516
True,0.0009987354278564453
True,0.0009996891021728516
True,0.0009999275207519531
False,0.0010001659393310547
False,0.0020966529846191406
False,0.0010001659393310547
True,0.0009992122650146484
False,0.0009992122650146484
False,0.002000093460083008
False,0.0009999275207519531
False,0.0010001659393310547
False,0.0009999275207519531
False,0.0010755062103271484
False,0.0010018348693847656
False,0.001997709274291992
False,0.0009996891021728516
False,0.0010035037994384766
False,0.0009965896606445312
True,0.001001119613647461
True,0.0009992122650146484
False,0.0009999275207519531
False,0.0020880699157714844
False,0.0009996891021728516
False,0.0009999275207519531
False,0.0009989738464355469
False,0.0010030269622802734
False,0.000997304916381836
False,0.0019996166229248047
True,0.0
True,0.0020012855529785156
False,0.0009996891021728516
False,0.0009999275207519531
False,0.0009989738464355469
False,0.0010004043579101562
False,0.0019998550415039062
True,0.0010008811950683594
False,0.0019989013671875
True,0.0010004043579101562
True,0.0010018348693847656
True,0.0009999275207519531
False,0.0009999275207519531
True,0.0009982585906982422
False,0.0009999275207519531
False,0.0010001659393310547
True,0.0009999275207519531
False,0.0009999275207519531
False,0.0009996891021728516
True,0.0020682811737060547
False,0.0009992122650146484
True,0.0009989738464355469
False,0.0019998550415039062
False,0.0010013580322265625
True,0.0010013580322265625
False,0.000997781753540039
True,0.0009999275207519531
False,0.0010001659393310547
True,0.001073598861694336
False,0.0019996166229248047
False,0.0009987354278564453
True,0.0010001659393310547
False,0.0010001659393310547
True,0.0009999275207519531
True,0.0009999275207519531
True,0.0009999275207519531
False,0.0010008811950683594
False,0.0010728836059570312
True,0.001001119613647461
False,0.000997304916381836
False,0.0010004043579101562
True,0.0010001659393310547
True,0.0009999275207519531
True,0.0010008811950683594
False,0.0009987354278564453
False,0.0020003318786621094
False,0.0010004043579101562
False,0.0019996166229248047
True,0.0010008811950683594
False,0.0009989738464355469
True,0.0010001659393310547
False,0.0010023117065429688
False,0.0009980201721191406
False,0.0010001659393310547
False,0.0019996166229248047
False,0.0009999275207519531
False,0.0009996891021728516
False,0.0009999275207519531
True,0.0019998550415039062
False,0.0010001659393310547
True,0.0010006427764892578
False,0.0009996891021728516
True,0.0009999275207519531
True,0.002000093460083008
